id,testGroup,storeLocType,storeAge,pop5mi,comp5mi,sumPre4_5,sumPost4_5,wk1,wk2,wk3,wk4,wk5,wk6,wk7,wk8,wk9,wk10,wk11,wk12,wk13,wk14,wk15,wk16,wk17,wk18,wk19,wk20,wk21,wk22,wk23,wk24,wk25,wk26,wk27,wk28,wk29,wk30,wk31,wk32,wk33,wk34,wk35,wk36,wk37,wk38,wk39,wk40,wk41,wk42,wk43,wk44,wk45,wk46,wk47,wk48,wk49,wk50,wk51,wk52
66,Control,Urban - Standalone,39,453000,43,390825.6,1159807,28693.4,22708.2,22379.2,32625.2,31046.8,35103,24307.2,31396.2,28375.2,27970,23643.8,29483.2,28121.2,24973,24793,29163,21758,34217,27903,26686,27670,24825,26583,25044,25554,25995,30332,25029,25083,29999,23370,28711,23211,25231,32917,32404,26214,29261,33401,29186,32187,25292,29835,33945,33927,30332,43455,25966,35228,40990,50952,38185
67,Control,Suburban - Strip Mall,32,115000,58,184471.4,514618,10843,10026.6,12835.8,12349,13024.6,17718.4,12316.8,10897.6,14500.6,13277.8,14985.4,16210.2,15224.6,10261,13649,12919,14554,12582,10852,12601,11097,11844,10668,11067,10433,15978,11129,10844,14147,14355,11953,11202,12272,13174,12060,10745,12936,10911,12960,14288,15590,11271,11994,14141,16213,16443,14493,14788,14351,18767,17450,17636
68,Control,Rural - Strip Mall,38,21000,1,322320.8,930650,23061.2,25308.4,24698.4,24857.2,20844.2,23956,23424.4,20049,25510.8,22033.6,19624.6,27324,22069,19560,20724,18487,20446,25514,24053,19958,19592,22889,24087,17282,22486,26977,23393,24989,21163,25335,21974,24935,21283,25626,21123,20776,20148,20816,27812,22573,24516,22332,26479,26664,26567,31195,28806,21415,23061,30803,33917,30894
69,Control,Suburban - Strip Mall,18,384000,8,355203.8,988956,19614.4,23498.2,25088.2,22825.4,23382.4,33269.4,25527.4,28754.6,25575.6,27264.2,28329.2,29487.4,22438.4,20149,22758,22821,22797,27248,20602,21300,21111,18169,25305,19938,21893,26308,23875,18945,24984,20395,25136,26151,25689,25672,22354,27461,25534,25456,22366,26439,28902,28730,22594,22279,30470,25370,37394,27567,26114,42680,30600,35400
70,Control,Suburban - Standalone,8,7000,1,165709.6,474463,11355.2,12681.6,11110.6,10915.4,13060.2,13919,9643.6,9947.2,13313.2,12435,14071.4,12667.8,9477.4,11112,12892,12013,11373,11040,12171,9957,8558,9256,13162,11968,9259,14231,9101,12649,8658,10189,9035,10155,10275,12177,13154,11790,12682,12019,13258,11473,11057,11224,13921,13643,13413,12368,13480,13107,15129,18982,21470,13062
71,7A,Urban - Strip Mall,21,400000,31,360080.8,985666,21018,27424.6,25978.4,21972.4,19451.6,26405.6,28350.2,29519.4,29652.8,29032.2,24702.4,28145.4,28564.8,19863,27081,23444,25797,22702,25316,22469,22009,23367,23024,18243,24232,26076,18312,25445,26447,25173,23427,23327,23256,28394,22464,23013,23079,28259,21803,24442,23232,27982,20403,26781,22316,31014,35449,25227,26352,37221,39743,29482
72,Control,Urban - Standalone,27,75000,54,225042.6,616623,15934.2,14544.8,15487.2,16165.8,15972.8,21501,16121.8,17856.2,18447,12872.6,13769.8,14230.8,18575.6,13563,13679,14479,16724,17241,11784,11955,16789,11669,18090,11630,15362,17773,16424,11972,12766,16740,14390,12697,16109,14180,16975,16233,17897,16254,14864,17136,16064,16883,14047,16216,16099,17628,18621,17925,20533,20100,19457,17675
73,Control,Metropolitan - Standalone,27,49000,103,355548.2,995587,27025.2,24342.2,21289.4,26890.2,25914.6,27395,24739.8,29098.2,27038,26488.2,21972,23656.2,23910.2,25789,19410,23302,24150,23180,23461,27125,20274,23519,23148,23048,24429,23274,18885,26873,21660,27648,20713,22985,21570,22893,25313,20199,23481,26069,23408,22647,24451,29022,23414,21305,23048,27436,40355,30592,26163,38521,45463,37364
74,Control,Suburban - Standalone,15,113000,18,344824.4,1010776,24034.6,26699.2,23174,24226.8,20645.8,24378,24565.8,24838.4,29798.4,23232,22226.4,23489.6,25528.4,27987,25718,23256,24604,29345,27708,25402,22810,21030,23894,20708,21889,21748,24214,19090,24600,23099,20596,25929,22702,23841,21360,29522,27626,24174,27928,24574,25653,27315,26645,22022,31826,23909,33463,22858,31070,34629,44964,31068
75,8B,Suburban - Standalone,25,87000,4,165078.6,466989,10749,10529.8,10355.6,13013.6,10204,15008,10931,10337,12409.8,14178.6,12176.6,12817.4,9890.2,12478,10889,9622,12263,13379,12759,11181,9479,8730,13413,12126,12232,12649,10421,11329,12374,11303,12868,9606,9432,11696,10087,12553,9587,10232,14261,10746,11091,11196,11029,13697,14723,14976,15961,13330,11027,14633,14950,12681
76,Control,Urban - Strip Mall,17,725000,41,147514,426004,8336.8,10661.2,11028.2,9328.4,11024,12520.8,12602.4,8823,9030,12604.6,11833,9187.8,11639.8,8894,8660,8095,10840,12513,9091,8124,10687,8708,12492,8603,7562,10511,11371,10929,9292,8767,11336,9437,11938,11416,11637,10320,12136,11980,9357,9486,11476,10937,9496,11253,13453,10965,16479,9566,11719,14258,18185,14035
77,Control,Suburban - Standalone,27,276000,6,337656.2,991436,26834.8,19399.6,22381.8,24074.4,28326,24105.6,23901.8,20597,29069.8,26578.6,22080.6,21603.6,25805.6,22897,26595,28048,20410,24538,24931,25832,20564,25209,29210,25819,24065,26784,22727,22021,20697,24112,21339,26275,27428,20581,28382,23613,20870,26386,21713,28168,21274,27616,22638,26110,28201,23680,28040,27512,23816,34125,38194,31016
78,Control,Suburban - Strip Mall,2,259000,74,381431,1074507,23791,29264,22319.2,25264.8,23026.6,29994,29794.6,28113.8,29241.4,22371.8,28984.2,33387.6,29978,25900,21359,28530,21459,32407,23994,22242,27706,20591,30423,20452,20049,22859,22632,29107,27393,25159,28755,22248,26536,25935,26592,30614,29262,29025,32527,23457,30971,28940,25609,32724,30102,30745,29136,23451,36454,38095,37635,33432
79,Control,Urban - Standalone,39,129000,3,274753.2,750018,20917.8,18444,16977.2,19663.2,19117.4,25152,20566,21655.4,20894.2,17848.8,16470,21058.2,18977,17012,15550,17080,19584,18762,15637,18542,17786,14459,22359,19009,15821,20989,17882,19254,16697,15164,15515,14920,17656,19780,19914,18016,21739,15188,20586,21084,22858,21684,16535,19700,21355,18732,26038,21598,19749,23840,30638,21306
80,Control,Suburban - Strip Mall,30,203000,9,439955.8,1241109,22632,26660,29523,33255,28716.4,41492.4,36098.8,25390,36554.8,25965,32358.2,37141.4,36852.8,27316,24696,27776,30288,32527,27937,26778,26679,26969,32838,31900,29824,31792,28399,28750,28432,32150,26929,29911,31604,28636,34808,31972,31358,33341,29691,32577,34837,31068,29466,34484,34974,39696,35496,33656,35096,39080,44744,42634
81,Control,Urban - Strip Mall,23,189000,88,182276.6,541753,13924.8,10044.8,10586.2,10886.2,11550.6,14841,13990,13928,13838,14201.2,12137,14520.6,13559.2,14269,13752,11019,14239,14435,12508,12860,14301,10781,11108,11940,12500,13632,11079,11150,11525,13713,12105,11440,13440,14988,15951,10719,11307,11727,14299,14899,11815,12935,14297,14378,14856,14389,18851,13171,16828,21536,23855,19156
82,Control,Rural - Standalone,12,50000,26,220194.2,628341,15300.6,13658.6,16575.8,17040.2,13505.2,18482.8,17743.8,16788.2,16384.8,12438,15074.4,16431,15687.8,15083,15273,13818,16477,14769,16838,13353,13928,14126,12442,14962,12200,19021,14907,14985,15083,12486,15614,13256,15714,18001,16851,16160,17801,13742,18148,14937,14264,17135,17033,16551,14740,20407,21422,15978,18692,22055,23903,16186
83,Control,Suburban - Strip Mall,27,23000,1,294165.2,832465,17639.8,21140.4,21562.8,19242,17303,25870,22625.6,19739.6,19808.2,23574.8,22273.8,24642.8,21779.4,16963,15828,19747,21844,21154,16869,19483,17575,21666,18756,15464,21207,24185,19171,17895,16069,17942,23043,20120,23598,23477,21075,22080,19320,20516,21144,17976,25440,24767,18157,21370,21536,22110,28354,20561,23237,30705,31810,30251
84,Control,Urban - Strip Mall,36,157000,40,457924.2,1318585,23878,26823.4,30746.4,29834.2,35486,37968.2,36950,31675.6,36044.4,32537.4,37402.4,32399,37788.2,28391,32004,26305,30299,35589,30164,29956,33884,25230,28472,34041,34603,27409,35735,29576,27426,36054,33462,36065,32937,30203,31757,33460,33149,29187,28822,38552,26618,37670,37802,33305,40937,34006,40344,38721,39122,46387,47444,43497
85,Control,Suburban - Standalone,16,5000,6,168094.4,484457,12941.6,10031,12476.4,13681.4,11074.2,12873,9586.2,10613.2,9918.6,12583.6,14850,13815.4,12572.8,11077,10073,11989,10946,14705,9436,13333,12136,11369,12840,12649,12433,12209,9485,11518,9075,12348,10240,10640,9440,14548,11726,11465,12773,13109,13688,10891,11924,11103,12948,13013,11706,14449,14776,12999,12483,14658,20652,17605
86,Control,Suburban - Standalone,11,441000,10,470446.2,1325757,36052,27160.4,27881,34589,33153.8,45569.2,33646.4,36085.2,27720.4,27946.4,33869.2,42458.8,35078.4,29236,37102,35683,27395,38466,26194,26253,30988,32759,32460,25134,24759,37652,33648,26590,31302,26212,38097,29390,29292,28702,36922,30372,34001,37807,34747,36762,33579,35523,28427,38852,41952,30814,43521,34294,31042,56078,51177,42573
87,8A,Urban - Standalone,30,8000,38,389412.4,1038523,29294.2,21112,22607.2,32017.4,25037.2,37169.6,31097.8,25961.2,25879.8,22066.6,22998.2,34009,32773.2,27389,21659,24566,26104,24020,21879,21313,19751,22834,24783,20720,26271,24329,25352,22622,21757,22484,27496,29757,23844,27790,26936,25214,25874,21755,29111,26400,24600,28197,30295,22629,30592,34851,43240,29009,29414,33982,39605,30099
88,Control,Suburban - Standalone,23,469000,11,241626.2,677273,14179.8,16027.8,14464.6,18906.8,15393,23475.4,18356.6,18667,19698,18883.4,15925,14977.6,18881.2,13790,16218,17945,14268,18869,18082,18128,14153,13836,19478,16103,14037,16968,15543,13816,16334,17471,17290,14652,14890,18045,17267,16578,15515,19339,16953,19387,15619,17189,19454,16853,18086,16589,26989,17322,16162,22222,25404,20429
89,8A,Suburban - Strip Mall,28,51000,5,363947.6,989907,25096.2,28384.4,20697.2,24788.2,26660,27579.4,25534.8,27655.2,27715.8,29211.4,24394.6,27379.2,21017.2,27834,24943,20919,26413,21644,26057,26991,20209,23340,21829,21833,21227,20494,23252,18657,22898,22290,25385,26192,19825,24166,22423,19595,24890,28311,23151,24231,26436,30379,26303,28210,21816,29101,40169,29354,30078,36293,35011,27758
90,Control,Rural - Standalone,21,116000,9,343059,1040668,22536,24279.2,22049.4,21652.6,26775.8,36958,20912,24414.2,21692.4,22304.4,28006.6,25247.2,23477.2,22754,26230,23301,28538,31891,22852,21222,28253,24459,28768,24573,18968,23745,19146,22001,21385,27251,25432,24804,22601,27310,25707,22471,22279,28854,29837,30400,24271,31414,22845,21787,24357,31394,31120,31675,33156,31854,46488,35275
91,Control,Suburban - Strip Mall,1,137000,27,447465.6,1307689,24516.6,31909.2,31177.2,36005.4,33117,44472.8,31289.8,26369.6,28251.6,26876.4,34106.2,38566.8,34477,26330,35012,33590,33437,32121,26756,28382,24695,28575,31288,30586,28834,34206,28455,31278,29123,26385,28155,35729,31773,35303,35890,29433,31180,25595,31808,34376,36145,37208,34058,38733,29675,39202,44342,35701,37204,54824,53430,38872
92,Control,Suburban - Standalone,8,472000,29,261353.8,802874,15571.6,16771.2,16537.4,19771.6,20356,19915.4,16652.2,21245.6,18072.6,20893,18562.4,19860.6,16324.2,20820,17956,21058,19520,22975,21026,16935,19374,15872,22496,15181,15256,22949,15795,20944,19740,16908,19716,17975,22136,23308,19117,22380,15953,21566,16759,18227,17799,22053,24192,21214,17275,19967,27803,20874,20642,29050,36827,23236
93,Control,Rural - Strip Mall,22,273000,61,222313.2,654933,13075.4,14693.4,15873,16517,17668.8,18042.8,18723.2,17977.6,13010,15649.2,15251.6,14969.8,16101.4,14760,17082,16035,14555,19740,11809,17879,16785,12300,13822,15805,12924,16039,17337,17689,12237,14740,14771,16216,13913,16114,19204,16669,17745,17396,13088,19404,16222,17032,13269,19434,18012,15824,19048,18954,16619,22730,29522,22209
94,Control,Rural - Strip Mall,21,405000,59,200753.6,554762,10792.2,12784.8,14106.4,13735.6,15735.8,17830.2,11759,16078.8,13005.6,16760.6,15038,18186.2,13748.4,11192,10876,12449,12767,17865,15212,12192,14004,11400,13240,11818,12803,13265,11802,10870,12967,11313,13623,12528,11398,12675,13903,13518,13136,14578,16036,15244,12064,15667,12505,17302,16154,18698,18679,16475,13471,21237,20192,19644
95,Control,Urban - Standalone,39,450000,28,484358.2,1351773,27915,28733.6,33385,32359.8,37489.6,43588,38009.8,41003.2,31210.2,36232,36335.8,41638,28575.2,27883,38810,34815,34559,35893,30321,35120,27498,27667,31099,27134,34425,38865,35644,25982,35037,31612,26817,32768,37191,32043,34498,32734,31195,31415,30380,32688,41765,40932,40301,33748,31083,33579,52553,33110,32116,50905,51210,36378
96,Control,Rural - Standalone,17,123000,16,417442.4,1161659,24758.2,31169.8,25431.4,35744.4,30423.8,40600.8,29814,28238.4,24147.2,34706.8,26875,25132.2,31296.4,29104,26791,29501,28135,28646,26778,28517,30534,25035,31084,24943,21000,35491,26293,24658,22600,32106,27739,30599,28676,32837,30363,32717,29890,28624,24143,25228,25865,32044,24022,36017,25116,30284,37582,31029,38787,38276,44451,36154
97,Control,Urban - Standalone,25,8000,4,401543.4,1198007,27932.2,25365.6,23885.2,25541.4,28521.6,32284.6,34756.8,25972.4,30333.4,29323.6,37518.2,29403,27920.4,22785,33402,29668,33019,32244,23221,31471,24945,30307,26560,23753,29336,36824,26572,31243,30469,24459,29772,34659,28253,34766,34458,28004,26515,28591,28967,29779,33633,32417,29163,31538,25991,34907,33268,27252,28438,43169,43742,40447
98,8B,Suburban - Standalone,30,257000,42,232641.2,734647,17926.4,15889,14950,15931.6,17568,19731.6,15175.4,16287.8,14677.6,14684.2,18938.6,16781.4,17247.6,16852,16891,16058,18481,20784,16257,20030,18897,19713,18959,18453,15930,20127,16979,16076,13692,19914,15226,18544,18171,17389,15607,18489,16062,19597,16837,20802,20855,18841,19567,19750,16745,17014,24134,16440,22958,25957,32485,19084
99,Control,Urban - Standalone,10,64000,27,271824.8,752742,18551.8,18241,16469.6,21970,20529,25909.6,18426.4,22473,19283.2,15646.2,17331.6,18026.4,19505,19462,19395,19321,20809,18818,18453,14827,16121,19220,18618,14221,16121,16786,17507,19824,15825,18276,21587,16384,20649,22037,16767,17219,18782,17097,17503,15770,16286,21334,18571,15752,17963,23455,22702,20364,20319,32551,33839,22207
100,Control,Suburban - Strip Mall,6,21000,7,225876,624707,14018.8,14756.4,13090.4,13462.4,16072.8,21097.4,16119,17377.4,18520.4,17847,17262.8,14572,18980.2,12699,17557,15087,13469,17251,15263,13201,12226,13167,14057,13629,14726,16892,16578,13422,16520,16943,12746,12724,12865,13114,13693,13732,14807,17003,18566,14630,17251,15331,18029,17035,15134,21402,23043,14401,15998,25017,27326,18173
101,7B,Rural - Standalone,11,55000,26,449503,1278333,29439.4,33930.6,24906.4,38108.2,30885.8,44152.6,33241.6,27393,28947.4,27713.4,32066,34702.4,28585.2,35431,28919,29257,27632,32024,23508,29103,30141,32028,29257,28556,31250,34850,28960,33617,25029,30487,25917,30094,29595,37073,28045,30307,37305,28278,34310,36465,34214,28848,31050,26447,36268,39578,39909,38672,38741,42537,54742,39889
102,7A,Suburban - Standalone,21,61000,2,323307.4,905588,22760.2,26069.2,18000.4,20424.8,20234.4,23181.4,19935.8,19528,25620.2,25163.4,25045.4,29982.2,25705,21657,22219,19046,23234,27030,20836,23455,20384,21980,20552,19604,18826,20791,17827,19800,23306,19503,18881,22900,19545,22775,21499,19232,23645,19317,22997,27066,25304,24772,22283,19849,25921,23563,30875,24497,26935,39603,38752,25327
103,8A,Metropolitan - Standalone,31,133000,21,266645,718675,19381.2,14290.8,19473.4,20116.8,20418.6,25936,19851,20855.4,21406.6,14552.2,15285.4,23148.8,14852.8,17076,16409,13471,19289,20821,19307,16467,16042,13524,20217,15808,14895,18634,19218,16201,15750,16777,20028,16820,16596,17444,16392,15735,18712,14257,21352,18428,18961,16238,19541,18172,19574,20252,21002,18892,19893,29949,25078,25453
104,7A,Urban - Standalone,33,193000,8,428016.4,1186896,22917,32556.6,30271,34964.8,23960.8,38892.4,29066,24913.6,34972.6,31116,35591.8,29531.8,36749,22513,31350,22770,22756,29459,23581,33798,30351,30109,35284,28233,29541,28475,32292,27710,27680,24040,31024,29279,30975,33287,28291,27660,26257,29753,26898,31889,27391,31083,36247,28122,31283,36210,43309,27352,36545,40293,38744,35062
105,Control,Suburban - Strip Mall,5,243000,12,191041.6,556029,11062.8,10857,10578.4,14351.4,11866.4,19909.4,13957,14840,14941.8,12984,16260.8,13767.4,12356.2,13309,11579,14198,11699,17332,10494,15814,14695,10475,12190,10002,14921,15491,10430,15242,15276,14736,13638,15057,13226,13604,12948,11312,14751,13079,11841,15623,14086,12964,16151,15266,13453,18014,15683,11973,17396,17952,19544,20585
106,Control,Rural - Standalone,25,298000,18,297358,836149,21916,19965.8,17878.4,22498,16920,28930.6,21307,23418,18366.2,18035,22440.2,21184.8,24087,20411,20184,19417,23505,21025,21307,19252,18417,16305,17732,20415,20491,17689,16668,20912,21554,22866,19695,19276,24583,18415,22012,22317,21862,22348,18923,24140,17535,18840,17975,19062,26393,22578,33165,20664,26352,26038,26194,29632
107,Control,Rural - Strip Mall,37,5000,10,371174.6,1039231,20679.8,26983.6,20433,24712.6,26005.6,35600.4,25898.4,31160,28543.8,23817.2,27906.8,26755.2,29931.2,22747,29534,27948,20149,24879,20969,26797,24334,27142,24447,23122,23506,22535,22629,21998,24021,21195,28389,21386,22337,30637,24660,26497,27675,27834,28063,25426,28248,25600,26020,23914,28568,34241,35869,23017,30022,42791,37938,32147
108,Control,Urban - Strip Mall,19,48000,4,234644.4,674050,17685.6,13667,14562.6,16425.4,18034.2,17107.6,16648.6,18688.4,17120.4,17783.2,16664.6,15883.8,19510,14863,12916,16271,14462,14504,16318,13229,15908,14528,13366,13283,13519,19196,15583,18063,16131,17511,17566,17405,18461,16145,19582,14944,16053,14904,19384,14999,19087,17754,14468,14628,20586,22036,21551,17327,16764,26203,29985,24567
109,Control,Suburban - Strip Mall,19,412000,8,335644,940471,26430,26494.4,19140.2,21121.2,23705.4,24029.2,25394.6,26714.2,27190,24895.2,25793.4,23241.4,22279.8,19215,19946,21172,25652,21510,24253,21116,18928,18083,27969,18332,17719,24480,22097,22190,19294,24581,22548,24786,24514,24819,26488,19787,24109,19805,21032,26500,29587,24789,28618,22067,21596,32540,29087,27255,25226,38303,32979,27499
110,Control,Suburban - Strip Mall,10,6000,23,330820.6,1012475,23217.2,19094.6,23325.6,21231.6,22167,25097.8,29108.6,29253.6,21679,23311.6,26382.8,22585.4,21219.8,23146,21217,24454,22335,28909,24937,24560,22881,19176,25214,19058,24890,21255,19885,27505,21624,24835,23633,21782,24223,21790,23550,28053,22814,29046,23899,26641,25683,25087,25019,28810,26463,32464,37168,23309,32449,41759,45587,27365
111,Control,Urban - Strip Mall,11,105000,9,397835.8,1221389,30428.6,24120.8,24066.2,30616.2,32379,29003.4,26317.8,27474,29371,27207.2,32879.6,29482.4,27407.6,27082,26413,26221,34085,28059,25317,29445,32538,29278,28753,29869,26791,36830,32420,24195,25662,23157,26688,25010,26298,29632,30143,27876,33153,32357,34380,29477,27257,36409,35804,29976,36019,37537,36671,29948,38708,47588,48998,35345
112,Control,Suburban - Standalone,36,220000,14,376267.8,1094461,25541.4,23539.4,19752.8,24653.6,28816.4,26583.8,29769.8,26593.4,31329,30210.4,26735,26103.2,28181.6,28458,29664,21638,24697,28834,28776,26917,22145,28709,30050,24976,22449,27312,27577,27004,30003,23401,29062,26812,22690,26710,22896,24377,23254,31201,27672,29098,27770,30426,23166,27704,31952,30414,37260,22475,25868,35097,47433,38514
113,Control,Rural - Standalone,13,241000,5,436125.8,1307845,26426.8,35519,24655.6,29207.6,26873.8,45743.8,31131,27950.6,34891.2,27516.6,33631,28424.2,30196.6,33958,31023,24321,35663,39755,29308,26463,33812,26618,37085,30945,23506,39743,32333,35383,31517,29144,36394,28739,34380,28027,26878,36654,32065,25931,38753,39489,35988,27810,32348,36431,32006,32148,37866,28337,39308,45721,43889,48106
114,Control,Suburban - Strip Mall,14,21000,1,239924.6,669742,16470.4,17334.8,15161,20383.6,15186.6,19241.4,18213,14072.4,20045.8,13884.8,20525.2,18634.4,14307.2,16464,14663,16772,13968,15714,12913,16018,15490,18716,13889,13853,13432,20211,15520,15356,15101,12847,14478,19198,17191,16783,16980,15585,13438,16106,16827,16124,15849,16904,17000,17631,21765,20436,23669,20793,20961,24580,22419,24098
115,Control,Metropolitan - Strip Mall,25,384000,9,271429.6,773247,17244.4,20950.4,17964.8,21191.6,18776.4,25062,20117.4,21504.8,19310.2,15669.6,17085.6,16678.2,19207.2,20667,21042,20525,21548,21358,18100,15059,15218,16234,20239,18634,17861,21557,19243,19865,20029,16386,20499,21751,17576,17123,17659,20396,16202,15298,16465,16455,17006,21206,17941,18386,21861,21042,27653,21918,19800,32601,28320,22524
